,subject,post,latitude,longitude,sentiment,score
1123,Local Event,"Avoid North during rush hour, construction is causing major delays.",33.765045,-84.426713,Negative,0.9987327456474304
1124,New Restaurant Opening,Heard about a new Maple opening on Main. Definitely worth checking out!,33.80432,-84.541403,Neutral,0.9996225833892822
1125,Park Renovation,"Avoid Peachtree during rush hour, construction is causing major delays.",33.867884,-84.359331,Negative,0.9967148303985596
1126,Street Fair,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.697184,-84.346853,Neutral,0.9996829032897949
1127,Traffic Update,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.737931,-84.412825,Neutral,0.9996829032897949
1128,Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.706775,-84.426625,Neutral,0.9974990487098694
1129,Local Event,Community meeting at 5th this Thursday to discuss the new River development.,33.836736,-84.534511,Neutral,0.9999994039535522
1130,Community Meeting,Don't miss the Peachtree happening this weekend at North. Always a good time!,33.823817,-84.292321,Positive,0.9503361582756042
1131,Pothole Alert,The annual street fair at North is this Saturday. Great food and local crafts!,33.681913,-84.435059,Neutral,0.9997422099113464
1132,Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.665766,-84.365063,Neutral,0.9998862743377686
1133,Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.741728,-84.327355,Neutral,0.9998438358306885
1134,Infrastructure Work,Don't miss the Peachtree happening this weekend at Elm. Always a good time!,33.766948,-84.293386,Positive,0.9343426823616028
1135,Park Renovation,Community meeting at Broadway this Thursday to discuss the new 5th development.,33.854866,-84.506288,Neutral,0.9999991655349731
1136,Pothole Alert,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.743542,-84.35401,Neutral,0.999969482421875
1137,Park Renovation,Public transport update: 5th line will have altered schedules this week.,33.651424,-84.452068,Neutral,0.9999994039535522
1138,Community Meeting,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.792014,-84.465328,Neutral,0.9998717308044434
1139,Street Fair,Heard about a new Peachtree opening on River. Definitely worth checking out!,33.839383,-84.413072,Neutral,0.9994176626205444
1140,Public Transport Notice,Public transport update: Main line will have altered schedules this week.,33.688373,-84.295077,Neutral,0.9999990463256836
1141,Street Fair,Community meeting at Peachtree this Thursday to discuss the new Elm development.,33.865723,-84.420496,Neutral,0.9999992847442627
1142,Community Meeting,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.855388,-84.379114,Neutral,0.9996829032897949
1143,Community Meeting,Watch out for a giant pothole on 5th Street. Be careful driving!,33.75662,-84.343808,Neutral,0.9965265393257141
1144,Local Event,"Avoid 5th during rush hour, construction is causing major delays.",33.758392,-84.397918,Negative,0.9998218417167664
1145,Local Event,Heard about a new River opening on Highland. Definitely worth checking out!,33.871815,-84.41716,Neutral,0.999430239200592
1146,Public Transport Notice,Watch out for a giant pothole on Highland Street. Be careful driving!,33.66433,-84.352744,Neutral,0.9961722493171692
1147,Community Meeting,"Heads up, North is undergoing some major infrastructure work for the next month.",33.676392,-84.502279,Neutral,0.9999599456787109
1148,Street Fair,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.80117,-84.425033,Neutral,0.9937437176704407
1149,Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.64942,-84.39456,Neutral,0.9999988079071045
1150,Park Renovation,"Avoid Peachtree during rush hour, construction is causing major delays.",33.839184,-84.460512,Negative,0.9967148303985596
1151,Pothole Alert,Watch out for a giant pothole on 5th Street. Be careful driving!,33.685373,-84.350314,Neutral,0.9965265393257141
1152,Street Fair,Community meeting at North this Thursday to discuss the new Peachtree development.,33.779203,-84.393162,Neutral,0.9999990463256836
1153,Traffic Update,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.881551,-84.550895,Positive,0.9999996423721313
1154,Local Event,Don't miss the Peachtree happening this weekend at 5th. Always a good time!,33.819333,-84.354023,Positive,0.9395468831062317
1155,Pothole Alert,Don't miss the Maple happening this weekend at Maple. Always a good time!,33.787509,-84.534196,Positive,0.9616081714630127
1156,Local Event,"Heads up, River is undergoing some major infrastructure work for the next month.",33.698101,-84.446511,Neutral,0.9999222755432129
1157,Community Meeting,Watch out for a giant pothole on Main Street. Be careful driving!,33.765279,-84.435235,Neutral,0.9950763583183289
1158,Pothole Alert,Heard about a new Broadway opening on 5th. Definitely worth checking out!,33.667348,-84.431819,Neutral,0.9996465444564819
1159,Park Renovation,Excited about the new renovations at Main. It's going to be great for the community!,33.772878,-84.295292,Positive,0.9999997615814209
1160,Traffic Update,Excited about the new renovations at Highland. It's going to be great for the community!,33.84149,-84.412591,Positive,0.9999997615814209
1161,Infrastructure Work,"Avoid 5th during rush hour, construction is causing major delays.",33.727781,-84.418105,Negative,0.9998218417167664
1162,Local Event,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.8772,-84.450847,Neutral,0.999975323677063
1163,Infrastructure Work,Heard about a new Broadway opening on Elm. Definitely worth checking out!,33.853056,-84.367097,Neutral,0.9995030164718628
1164,New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.79948,-84.479041,Negative,0.9967148303985596
1165,Street Fair,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.736133,-84.508077,Neutral,0.9999991655349731
1166,Street Fair,Excited about the new renovations at Highland. It's going to be great for the community!,33.804929,-84.414704,Positive,0.9999997615814209
1167,Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.757239,-84.478956,Neutral,0.9998862743377686
1168,Street Fair,Public transport update: Elm line will have altered schedules this week.,33.762329,-84.488637,Neutral,0.9999988079071045
1169,Local Event,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.841235,-84.446859,Neutral,0.9999755620956421
1170,Street Fair,Excited about the new renovations at Main. It's going to be great for the community!,33.871241,-84.432353,Positive,0.9999997615814209
1171,Public Transport Notice,Heard about a new North opening on North. Definitely worth checking out!,33.780838,-84.318454,Neutral,0.9991245865821838
1172,Infrastructure Work,Don't miss the Broadway happening this weekend at North. Always a good time!,33.770716,-84.54999,Positive,0.9578933119773865
1173,Community Meeting,Community meeting at River this Thursday to discuss the new 5th development.,33.824534,-84.53995,Neutral,0.9999994039535522
1174,New Restaurant Opening,Community meeting at Broadway this Thursday to discuss the new Peachtree development.,33.78193,-84.509179,Neutral,0.9999986886978149
1175,Community Meeting,"Avoid North during rush hour, construction is causing major delays.",33.740309,-84.365889,Negative,0.9987327456474304
1176,Street Fair,Don't miss the Elm happening this weekend at North. Always a good time!,33.759574,-84.484275,Positive,0.9706760048866272
1177,Local Event,Community meeting at 5th this Thursday to discuss the new Maple development.,33.750076,-84.317968,Neutral,0.9999992847442627
1178,Street Fair,Don't miss the Elm happening this weekend at Maple. Always a good time!,33.758563,-84.342278,Positive,0.979947566986084
1179,Local Event,Excited about the new renovations at Elm. It's going to be great for the community!,33.776589,-84.533864,Positive,0.9999996423721313
1180,Park Renovation,Heard about a new North opening on Maple. Definitely worth checking out!,33.833167,-84.474151,Neutral,0.999262273311615
1181,Infrastructure Work,Don't miss the Main happening this weekend at North. Always a good time!,33.707691,-84.368895,Positive,0.9690654873847961
1182,Street Fair,Community meeting at Main this Thursday to discuss the new 5th development.,33.690546,-84.4095,Neutral,0.9999995231628418
1183,Traffic Update,"Heads up, North is undergoing some major infrastructure work for the next month.",33.726885,-84.541159,Neutral,0.9999599456787109
1184,Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.880171,-84.400715,Neutral,0.9974990487098694
1185,Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.727766,-84.43643,Positive,0.9999996423721313
1186,Local Event,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.784585,-84.54682,Positive,0.9999996423721313
1187,Local Event,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.730217,-84.545503,Neutral,0.9999618530273438
1188,Park Renovation,Watch out for a giant pothole on 5th Street. Be careful driving!,33.667028,-84.404572,Neutral,0.9965265393257141
1189,Infrastructure Work,Don't miss the River happening this weekend at Elm. Always a good time!,33.692613,-84.306019,Positive,0.9819198250770569
1190,Park Renovation,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.677114,-84.310875,Neutral,0.9999618530273438
1191,Community Meeting,Community meeting at River this Thursday to discuss the new Main development.,33.778341,-84.33533,Neutral,0.9999991655349731
1192,Local Event,Watch out for a giant pothole on North Street. Be careful driving!,33.790697,-84.405408,Neutral,0.9953041076660156
1193,Park Renovation,Public transport update: Highland line will have altered schedules this week.,33.694612,-84.320724,Neutral,0.9999979734420776
1194,Infrastructure Work,"Avoid Main during rush hour, construction is causing major delays.",33.701092,-84.469401,Negative,0.9989157915115356
1195,Community Meeting,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.878339,-84.418789,Neutral,0.9978082776069641
1196,Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.655739,-84.527758,Neutral,0.999998927116394
1197,Pothole Alert,Watch out for a giant pothole on North Street. Be careful driving!,33.707799,-84.437878,Neutral,0.9953041076660156
1198,Street Fair,Excited about the new renovations at 5th. It's going to be great for the community!,33.74583,-84.349263,Positive,0.9999995231628418
1199,Traffic Update,Community meeting at Peachtree this Thursday to discuss the new River development.,33.656765,-84.465775,Neutral,0.9999990463256836
1200,Park Renovation,Watch out for a giant pothole on Highland Street. Be careful driving!,33.69806,-84.404693,Neutral,0.9961722493171692
1201,Infrastructure Work,Excited about the new renovations at Broadway. It's going to be great for the community!,33.817028,-84.297932,Positive,0.9999996423721313
1202,Infrastructure Work,Don't miss the Highland happening this weekend at Peachtree. Always a good time!,33.664842,-84.339245,Positive,0.9008620977401733
1203,Street Fair,"Avoid Peachtree during rush hour, construction is causing major delays.",33.852634,-84.34002,Negative,0.9967148303985596
1204,Street Fair,Community meeting at Highland this Thursday to discuss the new Main development.,33.694812,-84.4373,Neutral,0.9999988079071045
1205,Infrastructure Work,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.725782,-84.52565,Neutral,0.9998862743377686
1206,Park Renovation,The annual street fair at North is this Saturday. Great food and local crafts!,33.815581,-84.369405,Neutral,0.9997422099113464
1207,Local Event,"Avoid North during rush hour, construction is causing major delays.",33.653271,-84.349048,Negative,0.9987327456474304
1208,Park Renovation,Watch out for a giant pothole on Main Street. Be careful driving!,33.838088,-84.435906,Neutral,0.9950763583183289
1209,Local Event,The annual street fair at North is this Saturday. Great food and local crafts!,33.674828,-84.435165,Neutral,0.9997422099113464
1210,Local Event,Public transport update: Broadway line will have altered schedules this week.,33.811481,-84.400987,Neutral,0.9999985694885254
1211,Community Meeting,Excited about the new renovations at Elm. It's going to be great for the community!,33.668463,-84.544435,Positive,0.9999996423721313
1212,Pothole Alert,Watch out for a giant pothole on Elm Street. Be careful driving!,33.721406,-84.410923,Neutral,0.9965171813964844
1213,Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.761528,-84.501703,Negative,0.9958399534225464
1214,Traffic Update,Community meeting at River this Thursday to discuss the new 5th development.,33.857751,-84.320799,Neutral,0.9999994039535522
1215,Infrastructure Work,Don't miss the Elm happening this weekend at Main. Always a good time!,33.816666,-84.342824,Positive,0.9756106734275818
1216,New Restaurant Opening,"Heads up, North is undergoing some major infrastructure work for the next month.",33.65528,-84.505024,Neutral,0.9999599456787109
1217,Infrastructure Work,Public transport update: Elm line will have altered schedules this week.,33.822636,-84.379335,Neutral,0.9999988079071045
1218,Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.8533,-84.525272,Negative,0.9985874891281128
1219,Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.828138,-84.465486,Neutral,0.9999618530273438
1220,Street Fair,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.670832,-84.517047,Neutral,0.9999657869338989
1221,Park Renovation,Don't miss the Elm happening this weekend at Maple. Always a good time!,33.794623,-84.371196,Positive,0.979947566986084
1222,New Restaurant Opening,Public transport update: North line will have altered schedules this week.,33.679776,-84.454816,Neutral,0.9999982118606567
1223,New Restaurant Opening,Watch out for a giant pothole on Main Street. Be careful driving!,33.784433,-84.447069,Neutral,0.9950763583183289
1224,Infrastructure Work,Excited about the new renovations at 5th. It's going to be great for the community!,33.676745,-84.416307,Positive,0.9999995231628418
1225,New Restaurant Opening,Excited about the new renovations at 5th. It's going to be great for the community!,33.714293,-84.532885,Positive,0.9999995231628418
1226,Park Renovation,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.748363,-84.550726,Neutral,0.9999991655349731
1227,Street Fair,Heard about a new North opening on Peachtree. Definitely worth checking out!,33.732351,-84.54917,Neutral,0.9995737671852112
1228,Park Renovation,The annual street fair at North is this Saturday. Great food and local crafts!,33.828263,-84.548118,Neutral,0.9997422099113464
1229,Community Meeting,Excited about the new renovations at River. It's going to be great for the community!,33.813395,-84.361056,Positive,0.9999996423721313
1230,Public Transport Notice,Community meeting at River this Thursday to discuss the new North development.,33.663569,-84.545013,Neutral,0.9999994039535522
1231,Local Event,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.81404,-84.300007,Neutral,0.999969482421875
1232,Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.713174,-84.48474,Negative,0.9985874891281128
1233,Street Fair,Excited about the new renovations at Broadway. It's going to be great for the community!,33.845671,-84.309099,Positive,0.9999996423721313
1234,Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.748242,-84.448513,Neutral,0.9953041076660156
1235,Traffic Update,Community meeting at River this Thursday to discuss the new 5th development.,33.819488,-84.419582,Neutral,0.9999994039535522
1236,Pothole Alert,Don't miss the Broadway happening this weekend at Highland. Always a good time!,33.707941,-84.350201,Positive,0.9445092678070068
1237,Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.6941,-84.44308,Negative,0.9987327456474304
1238,Local Event,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.667828,-84.294841,Neutral,0.9998587369918823
1239,Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.674686,-84.470587,Neutral,0.9998438358306885
1240,Infrastructure Work,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.753792,-84.423191,Positive,0.9999996423721313
1241,Infrastructure Work,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.744252,-84.356303,Neutral,0.999975323677063
1242,Traffic Update,Heard about a new Maple opening on Main. Definitely worth checking out!,33.761867,-84.543529,Neutral,0.9996225833892822
1243,Park Renovation,The annual street fair at North is this Saturday. Great food and local crafts!,33.783464,-84.48216,Neutral,0.9997422099113464
1244,Local Event,Don't miss the River happening this weekend at 5th. Always a good time!,33.757201,-84.415341,Positive,0.9838798642158508
1245,Park Renovation,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.862808,-84.454967,Neutral,0.9999991655349731
1246,New Restaurant Opening,Community meeting at North this Thursday to discuss the new Peachtree development.,33.754796,-84.381329,Neutral,0.9999990463256836
1247,Street Fair,Heard about a new Main opening on River. Definitely worth checking out!,33.860336,-84.527896,Neutral,0.9997313618659973
1248,Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.674634,-84.325465,Positive,0.9999997615814209
1249,Public Transport Notice,Watch out for a giant pothole on Maple Street. Be careful driving!,33.675662,-84.305407,Neutral,0.9965986609458923
1250,Traffic Update,Community meeting at 5th this Thursday to discuss the new Main development.,33.796433,-84.356241,Neutral,0.9999994039535522
1251,Community Meeting,Community meeting at Highland this Thursday to discuss the new Broadway development.,33.671174,-84.546581,Neutral,0.9999988079071045
1252,Pothole Alert,Don't miss the Elm happening this weekend at Main. Always a good time!,33.875044,-84.440686,Positive,0.9756106734275818
1253,Community Meeting,Watch out for a giant pothole on River Street. Be careful driving!,33.873048,-84.462706,Neutral,0.9974990487098694
1254,New Restaurant Opening,"Avoid 5th during rush hour, construction is causing major delays.",33.773675,-84.47987,Negative,0.9998218417167664
1255,Local Event,Don't miss the North happening this weekend at Broadway. Always a good time!,33.744222,-84.313436,Positive,0.9816432595252991
1256,Community Meeting,Community meeting at Elm this Thursday to discuss the new Main development.,33.711514,-84.537381,Neutral,0.9999994039535522
1257,Pothole Alert,Watch out for a giant pothole on Elm Street. Be careful driving!,33.749173,-84.333328,Neutral,0.9965171813964844
1258,Park Renovation,Community meeting at 5th this Thursday to discuss the new 5th development.,33.727356,-84.481407,Neutral,0.9999996423721313
1259,Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.725321,-84.519041,Neutral,0.9998923540115356
1260,Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.814618,-84.328401,Neutral,0.9998862743377686
1261,Infrastructure Work,Public transport update: Peachtree line will have altered schedules this week.,33.871715,-84.393435,Neutral,0.999998927116394
1262,Pothole Alert,Excited about the new renovations at Maple. It's going to be great for the community!,33.745899,-84.500208,Positive,0.9999997615814209
1263,Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.749478,-84.367311,Neutral,0.9950763583183289
1264,Community Meeting,Don't miss the Main happening this weekend at Broadway. Always a good time!,33.872576,-84.523042,Positive,0.9774203896522522
1265,Traffic Update,Excited about the new renovations at Elm. It's going to be great for the community!,33.883006,-84.410711,Positive,0.9999996423721313
1266,Traffic Update,Watch out for a giant pothole on River Street. Be careful driving!,33.776508,-84.453877,Neutral,0.9974990487098694
1267,Pothole Alert,The annual street fair at Main is this Saturday. Great food and local crafts!,33.679651,-84.374622,Neutral,0.9998722076416016
1268,Traffic Update,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.778759,-84.516279,Neutral,0.9998717308044434
1269,Pothole Alert,Public transport update: Main line will have altered schedules this week.,33.737694,-84.419221,Neutral,0.9999990463256836
1270,Traffic Update,Public transport update: Peachtree line will have altered schedules this week.,33.825525,-84.462336,Neutral,0.999998927116394
1271,Public Transport Notice,Community meeting at Peachtree this Thursday to discuss the new Main development.,33.735087,-84.384059,Neutral,0.9999990463256836
1272,Community Meeting,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.807019,-84.372315,Neutral,0.9999204874038696
1273,Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.693082,-84.428583,Neutral,0.9998862743377686
1274,Infrastructure Work,Excited about the new renovations at 5th. It's going to be great for the community!,33.692592,-84.465432,Positive,0.9999995231628418
1275,Pothole Alert,Don't miss the Elm happening this weekend at Elm. Always a good time!,33.761091,-84.378682,Positive,0.9640942215919495
1276,New Restaurant Opening,The annual street fair at River is this Saturday. Great food and local crafts!,33.785637,-84.411702,Neutral,0.9999666213989258
1277,New Restaurant Opening,Don't miss the Broadway happening this weekend at River. Always a good time!,33.763784,-84.429697,Positive,0.9637172222137451
1278,Local Event,Excited about the new renovations at North. It's going to be great for the community!,33.861947,-84.489833,Positive,0.9999997615814209
1279,New Restaurant Opening,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.689748,-84.522707,Neutral,0.9999755620956421
1280,Public Transport Notice,The annual street fair at River is this Saturday. Great food and local crafts!,33.690236,-84.434799,Neutral,0.9999666213989258
1281,Public Transport Notice,Watch out for a giant pothole on 5th Street. Be careful driving!,33.805382,-84.395053,Neutral,0.9965265393257141
1282,Pothole Alert,Community meeting at Maple this Thursday to discuss the new Highland development.,33.729052,-84.444193,Neutral,0.9999990463256836
1283,Street Fair,"Avoid Main during rush hour, construction is causing major delays.",33.751651,-84.302333,Negative,0.9989157915115356
1284,Pothole Alert,Public transport update: Broadway line will have altered schedules this week.,33.883553,-84.375815,Neutral,0.9999985694885254
1285,Traffic Update,Don't miss the Main happening this weekend at North. Always a good time!,33.769334,-84.460097,Positive,0.9690654873847961
1286,Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.864068,-84.459514,Negative,0.9986013770103455
1287,Infrastructure Work,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.759263,-84.294508,Neutral,0.9996829032897949
1288,Infrastructure Work,Public transport update: 5th line will have altered schedules this week.,33.658505,-84.426082,Neutral,0.9999994039535522
1289,Pothole Alert,"Avoid Elm during rush hour, construction is causing major delays.",33.80055,-84.531452,Negative,0.9986013770103455
1290,Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.707558,-84.369398,Positive,0.9999996423721313
1291,Public Transport Notice,Public transport update: 5th line will have altered schedules this week.,33.653217,-84.386192,Neutral,0.9999994039535522
1292,Park Renovation,Public transport update: North line will have altered schedules this week.,33.81639,-84.491787,Neutral,0.9999982118606567
1293,Community Meeting,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.76019,-84.415083,Neutral,0.9978082776069641
1294,Street Fair,Don't miss the North happening this weekend at Broadway. Always a good time!,33.747207,-84.43837,Positive,0.9816432595252991
1295,Infrastructure Work,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.705549,-84.54156,Neutral,0.9999616146087646
1296,Infrastructure Work,"Avoid 5th during rush hour, construction is causing major delays.",33.841405,-84.301774,Negative,0.9998218417167664
1297,Public Transport Notice,Don't miss the Highland happening this weekend at North. Always a good time!,33.836411,-84.436383,Positive,0.9708221554756165
1298,Traffic Update,The annual street fair at North is this Saturday. Great food and local crafts!,33.743251,-84.339665,Neutral,0.9997422099113464
1299,Traffic Update,Excited about the new renovations at Maple. It's going to be great for the community!,33.651048,-84.393006,Positive,0.9999997615814209
1300,Traffic Update,Watch out for a giant pothole on Main Street. Be careful driving!,33.767682,-84.346397,Neutral,0.9950763583183289
1301,Traffic Update,Watch out for a giant pothole on Maple Street. Be careful driving!,33.687026,-84.452795,Neutral,0.9965986609458923
1302,Park Renovation,Excited about the new renovations at North. It's going to be great for the community!,33.814149,-84.520531,Positive,0.9999997615814209
1303,Pothole Alert,Public transport update: North line will have altered schedules this week.,33.821916,-84.469195,Neutral,0.9999982118606567
1304,Local Event,Community meeting at River this Thursday to discuss the new 5th development.,33.78873,-84.529665,Neutral,0.9999994039535522
1305,Traffic Update,"Avoid Elm during rush hour, construction is causing major delays.",33.742452,-84.400634,Negative,0.9986013770103455
1306,New Restaurant Opening,Excited about the new renovations at 5th. It's going to be great for the community!,33.695216,-84.475387,Positive,0.9999995231628418
1307,Local Event,Watch out for a giant pothole on Highland Street. Be careful driving!,33.806435,-84.331793,Neutral,0.9961722493171692
1308,Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.758863,-84.521582,Neutral,0.9999979734420776
1309,Local Event,Community meeting at Elm this Thursday to discuss the new Main development.,33.698975,-84.32643,Neutral,0.9999994039535522
1310,Public Transport Notice,Heard about a new River opening on Highland. Definitely worth checking out!,33.872503,-84.336148,Neutral,0.999430239200592
1311,Public Transport Notice,"Avoid Main during rush hour, construction is causing major delays.",33.734384,-84.525,Negative,0.9989157915115356
1312,New Restaurant Opening,Heard about a new Maple opening on Broadway. Definitely worth checking out!,33.764962,-84.503618,Neutral,0.999620795249939
1313,Public Transport Notice,Watch out for a giant pothole on Highland Street. Be careful driving!,33.809844,-84.347132,Neutral,0.9961722493171692
1314,New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.717043,-84.501891,Neutral,0.999998927116394
1315,Park Renovation,Community meeting at North this Thursday to discuss the new Peachtree development.,33.752292,-84.407305,Neutral,0.9999990463256836
1316,Traffic Update,Excited about the new renovations at Elm. It's going to be great for the community!,33.849937,-84.388377,Positive,0.9999996423721313
1317,Traffic Update,Don't miss the River happening this weekend at Maple. Always a good time!,33.852318,-84.424124,Positive,0.988943338394165
1318,Infrastructure Work,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.763439,-84.537152,Neutral,0.9996829032897949
1319,Local Event,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.721724,-84.4557,Neutral,0.9999616146087646
1320,New Restaurant Opening,Heard about a new Main opening on Maple. Definitely worth checking out!,33.694782,-84.502069,Neutral,0.999711811542511
1321,Street Fair,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.864693,-84.413575,Neutral,0.9998923540115356
1322,New Restaurant Opening,Excited about the new renovations at Maple. It's going to be great for the community!,33.804233,-84.513969,Positive,0.9999997615814209
1323,New Restaurant Opening,"Avoid Maple during rush hour, construction is causing major delays.",33.79286,-84.549689,Negative,0.9985874891281128
1324,Public Transport Notice,Community meeting at Peachtree this Thursday to discuss the new Maple development.,33.786239,-84.490766,Neutral,0.999998927116394
1325,Community Meeting,Heard about a new Highland opening on River. Definitely worth checking out!,33.684324,-84.361208,Neutral,0.999221682548523
1326,Pothole Alert,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.684388,-84.478355,Neutral,0.9998587369918823
1327,Street Fair,"Avoid 5th during rush hour, construction is causing major delays.",33.712071,-84.528466,Negative,0.9998218417167664
1328,Infrastructure Work,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.76184,-84.466695,Neutral,0.9999618530273438
1329,Street Fair,Community meeting at Maple this Thursday to discuss the new Highland development.,33.743666,-84.448826,Neutral,0.9999990463256836
1330,Community Meeting,Excited about the new renovations at North. It's going to be great for the community!,33.729295,-84.493252,Positive,0.9999997615814209
1331,Street Fair,Don't miss the Broadway happening this weekend at Elm. Always a good time!,33.740356,-84.338353,Positive,0.9608026146888733
1332,Community Meeting,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.657485,-84.306581,Neutral,0.9999616146087646
1333,Public Transport Notice,Watch out for a giant pothole on River Street. Be careful driving!,33.688204,-84.52511,Neutral,0.9974990487098694
1334,Infrastructure Work,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.785429,-84.469459,Neutral,0.9997780919075012
1335,Pothole Alert,Don't miss the Broadway happening this weekend at Highland. Always a good time!,33.826241,-84.492574,Positive,0.9445092678070068
1336,Local Event,"Avoid Main during rush hour, construction is causing major delays.",33.831151,-84.363392,Negative,0.9989157915115356
1337,Local Event,The annual street fair at North is this Saturday. Great food and local crafts!,33.674151,-84.426111,Neutral,0.9997422099113464
1338,Local Event,Heard about a new Maple opening on North. Definitely worth checking out!,33.880273,-84.329673,Neutral,0.9990699887275696
1339,Community Meeting,Don't miss the Maple happening this weekend at Highland. Always a good time!,33.861926,-84.448381,Positive,0.9324344396591187
1340,Community Meeting,Heard about a new Broadway opening on River. Definitely worth checking out!,33.81381,-84.293848,Neutral,0.9992708563804626
1341,New Restaurant Opening,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.848727,-84.409618,Positive,0.9999996423721313
1342,Traffic Update,"Avoid Maple during rush hour, construction is causing major delays.",33.728277,-84.493466,Negative,0.9985874891281128
1343,Street Fair,Excited about the new renovations at Elm. It's going to be great for the community!,33.761351,-84.419079,Positive,0.9999996423721313
1344,Street Fair,Watch out for a giant pothole on 5th Street. Be careful driving!,33.864975,-84.332076,Neutral,0.9965265393257141
1345,New Restaurant Opening,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.827634,-84.297919,Neutral,0.9937437176704407
1346,Street Fair,Community meeting at Peachtree this Thursday to discuss the new Main development.,33.651135,-84.535119,Neutral,0.9999990463256836
1347,Public Transport Notice,Don't miss the Broadway happening this weekend at Main. Always a good time!,33.858117,-84.303787,Positive,0.9654595851898193
1348,Infrastructure Work,Community meeting at Maple this Thursday to discuss the new Maple development.,33.684523,-84.378921,Neutral,0.9999988079071045
1349,Local Event,The annual street fair at River is this Saturday. Great food and local crafts!,33.759279,-84.457363,Neutral,0.9999666213989258
1350,Infrastructure Work,"Avoid North during rush hour, construction is causing major delays.",33.826366,-84.309326,Negative,0.9987327456474304
1351,Park Renovation,"Heads up, River is undergoing some major infrastructure work for the next month.",33.78826,-84.393435,Neutral,0.9999222755432129
1352,Community Meeting,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.832675,-84.307842,Neutral,0.9937437176704407
1353,Community Meeting,Don't miss the North happening this weekend at River. Always a good time!,33.834519,-84.430302,Positive,0.9747377634048462
