subject,post,latitude,longitude,sentiment,score,area
Pothole Alert,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.804096,-84.368753,Neutral,0.9999657869338988,Other Areas
Infrastructure Work,Heard about a new Highland opening on North. Definitely worth checking out!,33.784706,-84.459578,Neutral,0.9987813830375672,Other Areas
New Restaurant Opening,Excited about the new renovations at 5th. It's going to be great for the community!,33.802588,-84.376014,Positive,0.9999995231628418,Other Areas
New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.858054,-84.422294,Neutral,0.999998927,Other Areas
Park Renovation,Heard about a new 5th opening on Elm. Definitely worth checking out!,33.811931,-84.406592,Neutral,0.9997861981391908,Other Areas
Infrastructure Work,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.678049,-84.469983,Neutral,0.999975324,Other Areas
Pothole Alert,"Heads up, North is undergoing some major infrastructure work for the next month.",33.746957,-84.428707,Neutral,0.9999599456787108,Other Areas
New Restaurant Opening,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.720867,-84.447929,Neutral,0.999975562,Other Areas
Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.725202,-84.370611,Neutral,0.9974990487098694,Other Areas
Street Fair,Public transport update: 5th line will have altered schedules this week.,33.838514,-84.343514,Neutral,0.9999994039535522,Other Areas
Pothole Alert,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.753645,-84.434444,Neutral,0.9998587369918824,Other Areas
Community Meeting,Watch out for a giant pothole on Highland Street. Be careful driving!,33.771049,-84.44267,Neutral,0.9961722493171692,Other Areas
Community Meeting,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.846085,-84.437194,Neutral,0.9998717308044434,Other Areas
Public Transport Notice,Watch out for a giant pothole on North Street. Be careful driving!,33.766849,-84.512877,Neutral,0.9953041076660156,Other Areas
Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.664676,-84.385215,Neutral,0.9998923540115356,Other Areas
New Restaurant Opening,Don't miss the Peachtree happening this weekend at Elm. Always a good time!,33.731969,-84.364341,Positive,0.9343426823616028,Other Areas
Pothole Alert,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.780774,-84.395681,Neutral,0.9998587369918824,Georgia Tech
Park Renovation,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.720787,-84.421387,Neutral,0.9996542930603028,Other Areas
Pothole Alert,Watch out for a giant pothole on Maple Street. Be careful driving!,33.780343,-84.459939,Neutral,0.9965986609458924,Other Areas
Park Renovation,Public transport update: Main line will have altered schedules this week.,33.835397,-84.507417,Neutral,0.9999990463256836,Other Areas
Public Transport Notice,Heard about a new 5th opening on Main. Definitely worth checking out!,33.66217,-84.378451,Neutral,0.9997627139091492,Other Areas
Community Meeting,Public transport update: Broadway line will have altered schedules this week.,33.835138,-84.444977,Neutral,0.9999985694885254,Other Areas
Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.847994,-84.326713,Positive,0.9999996423721312,Other Areas
Local Event,Community meeting at North this Thursday to discuss the new Maple development.,33.724159,-84.502816,Neutral,0.999998927,Other Areas
Local Event,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.780745,-84.328006,Neutral,0.9999616146087646,Other Areas
Park Renovation,"Avoid River during rush hour, construction is causing major delays.",33.847639,-84.367366,Negative,0.9958399534225464,Other Areas
Traffic Update,Don't miss the River happening this weekend at River. Always a good time!,33.794843,-84.476669,Positive,0.9764861464500428,Other Areas
Pothole Alert,The annual street fair at North is this Saturday. Great food and local crafts!,33.76463,-84.39422,Neutral,0.9997422099113464,Other Areas
Pothole Alert,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.783678,-84.357685,Neutral,0.9998438358306884,Other Areas
Infrastructure Work,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.771686,-84.516404,Neutral,0.9999991655349731,Other Areas
Infrastructure Work,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.82669,-84.36133,Neutral,0.9998438358306884,Other Areas
Local Event,"Avoid Highland during rush hour, construction is causing major delays.",33.770892,-84.395573,Negative,0.9993498921394348,Georgia Tech
Public Transport Notice,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.705518,-84.400603,Neutral,0.9998587369918824,Other Areas
Community Meeting,Heard about a new 5th opening on Broadway. Definitely worth checking out!,33.808116,-84.462491,Neutral,0.9997230172157288,Other Areas
Community Meeting,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.727097,-84.350146,Neutral,0.9999618530273438,Other Areas
Local Event,Watch out for a giant pothole on Maple Street. Be careful driving!,33.831101,-84.381167,Neutral,0.9965986609458924,Other Areas
Community Meeting,Community meeting at Highland this Thursday to discuss the new Peachtree development.,33.869346,-84.353584,Neutral,0.9999985694885254,Other Areas
Infrastructure Work,Don't miss the 5th happening this weekend at Main. Always a good time!,33.763494,-84.343969,Positive,0.9825902581214904,Other Areas
Infrastructure Work,Community meeting at Highland this Thursday to discuss the new Main development.,33.711162,-84.36798,Neutral,0.9999988079071044,Other Areas
Local Event,Heard about a new Peachtree opening on Elm. Definitely worth checking out!,33.779804,-84.334788,Neutral,0.9997218251228333,Other Areas
Pothole Alert,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.858822,-84.403516,Positive,0.9999996423721312,Other Areas
Traffic Update,"Avoid Peachtree during rush hour, construction is causing major delays.",33.753145,-84.433825,Negative,0.9967148303985596,Other Areas
Pothole Alert,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.863042,-84.474632,Neutral,0.9998438358306884,Other Areas
Pothole Alert,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.766653,-84.449795,Neutral,0.999969482,Other Areas
Public Transport Notice,Community meeting at Highland this Thursday to discuss the new River development.,33.84374,-84.369783,Neutral,0.9999986886978148,Other Areas
Traffic Update,Public transport update: River line will have altered schedules this week.,33.769472,-84.50536,Neutral,0.999998927,Other Areas
New Restaurant Opening,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.801559,-84.403298,Positive,0.9999996423721312,Other Areas
Local Event,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.673509,-84.418871,Neutral,0.9999991655349731,Other Areas
New Restaurant Opening,"Avoid Elm during rush hour, construction is causing major delays.",33.67432,-84.363869,Negative,0.9986013770103456,Other Areas
Community Meeting,Don't miss the 5th happening this weekend at 5th. Always a good time!,33.737346,-84.406553,Positive,0.9812569618225098,Other Areas
Park Renovation,Heard about a new Broadway opening on Maple. Definitely worth checking out!,33.730869,-84.322726,Neutral,0.9993390440940856,Other Areas
Public Transport Notice,Community meeting at 5th this Thursday to discuss the new Peachtree development.,33.846126,-84.344757,Neutral,0.9999992847442628,Other Areas
Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.717984,-84.405141,Neutral,0.9999204874038696,Other Areas
Park Renovation,Excited about the new renovations at Maple. It's going to be great for the community!,33.765038,-84.459722,Positive,0.9999997615814208,Other Areas
Infrastructure Work,Heard about a new Elm opening on Broadway. Definitely worth checking out!,33.795909,-84.350481,Neutral,0.9995330572128296,Other Areas
Street Fair,"Avoid North during rush hour, construction is causing major delays.",33.843839,-84.492347,Negative,0.9987327456474304,Other Areas
Park Renovation,Public transport update: 5th line will have altered schedules this week.,33.67274,-84.47108,Neutral,0.9999994039535522,Other Areas
Traffic Update,Watch out for a giant pothole on River Street. Be careful driving!,33.672516,-84.403021,Neutral,0.9974990487098694,Other Areas
Street Fair,Public transport update: Highland line will have altered schedules this week.,33.771041,-84.298688,Neutral,0.9999979734420776,Decatur
Local Event,Heard about a new Main opening on 5th. Definitely worth checking out!,33.793332,-84.448558,Neutral,0.9998552799224854,Other Areas
Street Fair,Public transport update: Broadway line will have altered schedules this week.,33.802693,-84.384747,Neutral,0.9999985694885254,Other Areas
Park Renovation,Community meeting at Broadway this Thursday to discuss the new Highland development.,33.745159,-84.381065,Neutral,0.9999991655349731,GSU
Pothole Alert,"Avoid North during rush hour, construction is causing major delays.",33.701113,-84.425727,Negative,0.9987327456474304,Other Areas
Pothole Alert,Heard about a new Broadway opening on Highland. Definitely worth checking out!,33.815909,-84.458759,Neutral,0.9994813799858092,Other Areas
Pothole Alert,Heard about a new 5th opening on Highland. Definitely worth checking out!,33.651292,-84.415807,Neutral,0.9997846484184264,Other Areas
Public Transport Notice,"Avoid River during rush hour, construction is causing major delays.",33.849033,-84.384845,Negative,0.9958399534225464,Other Areas
Street Fair,The annual street fair at North is this Saturday. Great food and local crafts!,33.830929,-84.381435,Neutral,0.9997422099113464,Other Areas
Community Meeting,Community meeting at Main this Thursday to discuss the new River development.,33.821258,-84.456445,Neutral,0.9999991655349731,Other Areas
Public Transport Notice,Heard about a new Maple opening on Highland. Definitely worth checking out!,33.838632,-84.495868,Neutral,0.9995309114456176,Other Areas
New Restaurant Opening,Excited about the new renovations at Broadway. It's going to be great for the community!,33.72606,-84.310958,Positive,0.9999996423721312,Other Areas
Local Event,"Avoid North during rush hour, construction is causing major delays.",33.765045,-84.426713,Negative,0.9987327456474304,Other Areas
Park Renovation,"Avoid Peachtree during rush hour, construction is causing major delays.",33.867884,-84.359331,Negative,0.9967148303985596,Other Areas
Street Fair,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.697184,-84.346853,Neutral,0.9996829032897948,Other Areas
Traffic Update,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.737931,-84.412825,Neutral,0.9996829032897948,Other Areas
Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.706775,-84.426625,Neutral,0.9974990487098694,Other Areas
Pothole Alert,The annual street fair at North is this Saturday. Great food and local crafts!,33.681913,-84.435059,Neutral,0.9997422099113464,East Point
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.665766,-84.365063,Neutral,0.9998862743377686,Other Areas
Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.741728,-84.327355,Neutral,0.9998438358306884,Other Areas
Infrastructure Work,Don't miss the Peachtree happening this weekend at Elm. Always a good time!,33.766948,-84.293386,Positive,0.9343426823616028,Decatur
Pothole Alert,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.743542,-84.35401,Neutral,0.999969482,Other Areas
Park Renovation,Public transport update: 5th line will have altered schedules this week.,33.651424,-84.452068,Neutral,0.9999994039535522,Other Areas
Community Meeting,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.792014,-84.465328,Neutral,0.9998717308044434,Other Areas
Street Fair,Heard about a new Peachtree opening on River. Definitely worth checking out!,33.839383,-84.413072,Neutral,0.9994176626205444,Buckhead
Street Fair,Community meeting at Peachtree this Thursday to discuss the new Elm development.,33.865723,-84.420496,Neutral,0.9999992847442628,Other Areas
Community Meeting,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.855388,-84.379114,Neutral,0.9996829032897948,Other Areas
Community Meeting,Watch out for a giant pothole on 5th Street. Be careful driving!,33.75662,-84.343808,Neutral,0.996526539,Other Areas
Local Event,"Avoid 5th during rush hour, construction is causing major delays.",33.758392,-84.397918,Negative,0.9998218417167664,Other Areas
Local Event,Heard about a new River opening on Highland. Definitely worth checking out!,33.871815,-84.41716,Neutral,0.999430239,Other Areas
Public Transport Notice,Watch out for a giant pothole on Highland Street. Be careful driving!,33.66433,-84.352744,Neutral,0.9961722493171692,Other Areas
Community Meeting,"Heads up, North is undergoing some major infrastructure work for the next month.",33.676392,-84.502279,Neutral,0.9999599456787108,Other Areas
Street Fair,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.80117,-84.425033,Neutral,0.9937437176704408,Other Areas
Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.64942,-84.39456,Neutral,0.9999988079071044,Other Areas
Park Renovation,"Avoid Peachtree during rush hour, construction is causing major delays.",33.839184,-84.460512,Negative,0.9967148303985596,Other Areas
Pothole Alert,Watch out for a giant pothole on 5th Street. Be careful driving!,33.685373,-84.350314,Neutral,0.996526539,Other Areas
Street Fair,Community meeting at North this Thursday to discuss the new Peachtree development.,33.779203,-84.393162,Neutral,0.9999990463256836,Georgia Tech
Local Event,Don't miss the Peachtree happening this weekend at 5th. Always a good time!,33.819333,-84.354023,Positive,0.9395468831062316,Other Areas
Pothole Alert,Don't miss the Maple happening this weekend at Maple. Always a good time!,33.787509,-84.534196,Positive,0.9616081714630128,Other Areas
Local Event,"Heads up, River is undergoing some major infrastructure work for the next month.",33.698101,-84.446511,Neutral,0.9999222755432128,Other Areas
Community Meeting,Watch out for a giant pothole on Main Street. Be careful driving!,33.765279,-84.435235,Neutral,0.9950763583183287,Other Areas
Pothole Alert,Heard about a new Broadway opening on 5th. Definitely worth checking out!,33.667348,-84.431819,Neutral,0.999646544,Other Areas
Park Renovation,Excited about the new renovations at Main. It's going to be great for the community!,33.772878,-84.295292,Positive,0.9999997615814208,Decatur
Traffic Update,Excited about the new renovations at Highland. It's going to be great for the community!,33.84149,-84.412591,Positive,0.9999997615814208,Buckhead
Infrastructure Work,"Avoid 5th during rush hour, construction is causing major delays.",33.727781,-84.418105,Negative,0.9998218417167664,Other Areas
Local Event,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.8772,-84.450847,Neutral,0.999975324,Other Areas
Infrastructure Work,Heard about a new Broadway opening on Elm. Definitely worth checking out!,33.853056,-84.367097,Neutral,0.9995030164718628,Other Areas
New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.79948,-84.479041,Negative,0.9967148303985596,Other Areas
Street Fair,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.736133,-84.508077,Neutral,0.9999991655349731,Other Areas
Street Fair,Excited about the new renovations at Highland. It's going to be great for the community!,33.804929,-84.414704,Positive,0.9999997615814208,Other Areas
Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.757239,-84.478956,Neutral,0.9998862743377686,Other Areas
Street Fair,Public transport update: Elm line will have altered schedules this week.,33.762329,-84.488637,Neutral,0.9999988079071044,Other Areas
Local Event,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.841235,-84.446859,Neutral,0.999975562,Other Areas
Street Fair,Excited about the new renovations at Main. It's going to be great for the community!,33.871241,-84.432353,Positive,0.9999997615814208,Other Areas
Public Transport Notice,Heard about a new North opening on North. Definitely worth checking out!,33.780838,-84.318454,Neutral,0.9991245865821838,Other Areas
New Restaurant Opening,Community meeting at Broadway this Thursday to discuss the new Peachtree development.,33.78193,-84.509179,Neutral,0.9999986886978148,Other Areas
Community Meeting,"Avoid North during rush hour, construction is causing major delays.",33.740309,-84.365889,Negative,0.9987327456474304,Other Areas
Street Fair,Don't miss the Elm happening this weekend at North. Always a good time!,33.759574,-84.484275,Positive,0.9706760048866272,Other Areas
Local Event,Community meeting at 5th this Thursday to discuss the new Maple development.,33.750076,-84.317968,Neutral,0.9999992847442628,Other Areas
Street Fair,Don't miss the Elm happening this weekend at Maple. Always a good time!,33.758563,-84.342278,Positive,0.979947567,Other Areas
Local Event,Excited about the new renovations at Elm. It's going to be great for the community!,33.776589,-84.533864,Positive,0.9999996423721312,Other Areas
Park Renovation,Heard about a new North opening on Maple. Definitely worth checking out!,33.833167,-84.474151,Neutral,0.999262273,Other Areas
Infrastructure Work,Don't miss the Main happening this weekend at North. Always a good time!,33.707691,-84.368895,Positive,0.969065487,Other Areas
Street Fair,Community meeting at Main this Thursday to discuss the new 5th development.,33.690546,-84.4095,Neutral,0.9999995231628418,Other Areas
Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.880171,-84.400715,Neutral,0.9974990487098694,Other Areas
Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.727766,-84.43643,Positive,0.9999996423721312,Other Areas
Park Renovation,Watch out for a giant pothole on 5th Street. Be careful driving!,33.667028,-84.404572,Neutral,0.996526539,Other Areas
Community Meeting,Community meeting at River this Thursday to discuss the new Main development.,33.778341,-84.33533,Neutral,0.9999991655349731,Other Areas
Local Event,Watch out for a giant pothole on North Street. Be careful driving!,33.790697,-84.405408,Neutral,0.9953041076660156,Other Areas
Park Renovation,Public transport update: Highland line will have altered schedules this week.,33.694612,-84.320724,Neutral,0.9999979734420776,Other Areas
Infrastructure Work,"Avoid Main during rush hour, construction is causing major delays.",33.701092,-84.469401,Negative,0.9989157915115356,Other Areas
Community Meeting,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.878339,-84.418789,Neutral,0.997808278,Other Areas
Pothole Alert,Watch out for a giant pothole on North Street. Be careful driving!,33.707799,-84.437878,Neutral,0.9953041076660156,Other Areas
Street Fair,Excited about the new renovations at 5th. It's going to be great for the community!,33.74583,-84.349263,Positive,0.9999995231628418,Other Areas
Traffic Update,Community meeting at Peachtree this Thursday to discuss the new River development.,33.656765,-84.465775,Neutral,0.9999990463256836,Other Areas
Park Renovation,Watch out for a giant pothole on Highland Street. Be careful driving!,33.69806,-84.404693,Neutral,0.9961722493171692,Other Areas
Street Fair,"Avoid Peachtree during rush hour, construction is causing major delays.",33.852634,-84.34002,Negative,0.9967148303985596,Other Areas
Street Fair,Community meeting at Highland this Thursday to discuss the new Main development.,33.694812,-84.4373,Neutral,0.9999988079071044,Other Areas
Infrastructure Work,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.725782,-84.52565,Neutral,0.9998862743377686,Other Areas
Park Renovation,The annual street fair at North is this Saturday. Great food and local crafts!,33.815581,-84.369405,Neutral,0.9997422099113464,Other Areas
Park Renovation,Watch out for a giant pothole on Main Street. Be careful driving!,33.838088,-84.435906,Neutral,0.9950763583183287,Other Areas
Local Event,The annual street fair at North is this Saturday. Great food and local crafts!,33.674828,-84.435165,Neutral,0.9997422099113464,East Point
Local Event,Public transport update: Broadway line will have altered schedules this week.,33.811481,-84.400987,Neutral,0.9999985694885254,Other Areas
Pothole Alert,Watch out for a giant pothole on Elm Street. Be careful driving!,33.721406,-84.410923,Neutral,0.9965171813964844,Other Areas
Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.761528,-84.501703,Negative,0.9958399534225464,Other Areas
Infrastructure Work,Don't miss the Elm happening this weekend at Main. Always a good time!,33.816666,-84.342824,Positive,0.9756106734275818,Other Areas
Infrastructure Work,Public transport update: Elm line will have altered schedules this week.,33.822636,-84.379335,Neutral,0.9999988079071044,Other Areas
Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.828138,-84.465486,Neutral,0.9999618530273438,Other Areas
Park Renovation,Don't miss the Elm happening this weekend at Maple. Always a good time!,33.794623,-84.371196,Positive,0.979947567,Other Areas
New Restaurant Opening,Public transport update: North line will have altered schedules this week.,33.679776,-84.454816,Neutral,0.9999982118606568,Other Areas
New Restaurant Opening,Watch out for a giant pothole on Main Street. Be careful driving!,33.784433,-84.447069,Neutral,0.9950763583183287,Other Areas
Infrastructure Work,Excited about the new renovations at 5th. It's going to be great for the community!,33.676745,-84.416307,Positive,0.9999995231628418,Other Areas
Community Meeting,Excited about the new renovations at River. It's going to be great for the community!,33.813395,-84.361056,Positive,0.9999996423721312,Other Areas
Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.713174,-84.48474,Negative,0.9985874891281128,Other Areas
Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.748242,-84.448513,Neutral,0.9953041076660156,Other Areas
Traffic Update,Community meeting at River this Thursday to discuss the new 5th development.,33.819488,-84.419582,Neutral,0.9999994039535522,Other Areas
Pothole Alert,Don't miss the Broadway happening this weekend at Highland. Always a good time!,33.707941,-84.350201,Positive,0.9445092678070068,Other Areas
Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.6941,-84.44308,Negative,0.9987327456474304,Other Areas
Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.674686,-84.470587,Neutral,0.9998438358306884,Other Areas
Infrastructure Work,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.753792,-84.423191,Positive,0.9999996423721312,Other Areas
Infrastructure Work,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.744252,-84.356303,Neutral,0.999975324,Other Areas
Park Renovation,The annual street fair at North is this Saturday. Great food and local crafts!,33.783464,-84.48216,Neutral,0.9997422099113464,Other Areas
Local Event,Don't miss the River happening this weekend at 5th. Always a good time!,33.757201,-84.415341,Positive,0.9838798642158508,Other Areas
Park Renovation,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.862808,-84.454967,Neutral,0.9999991655349731,Other Areas
New Restaurant Opening,Community meeting at North this Thursday to discuss the new Peachtree development.,33.754796,-84.381329,Neutral,0.9999990463256836,GSU
Traffic Update,Community meeting at 5th this Thursday to discuss the new Main development.,33.796433,-84.356241,Neutral,0.9999994039535522,Other Areas
Pothole Alert,Don't miss the Elm happening this weekend at Main. Always a good time!,33.875044,-84.440686,Positive,0.9756106734275818,Other Areas
Community Meeting,Watch out for a giant pothole on River Street. Be careful driving!,33.873048,-84.462706,Neutral,0.9974990487098694,Other Areas
New Restaurant Opening,"Avoid 5th during rush hour, construction is causing major delays.",33.773675,-84.47987,Negative,0.9998218417167664,Other Areas
Local Event,Don't miss the North happening this weekend at Broadway. Always a good time!,33.744222,-84.313436,Positive,0.9816432595252992,Other Areas
Pothole Alert,Watch out for a giant pothole on Elm Street. Be careful driving!,33.749173,-84.333328,Neutral,0.9965171813964844,Other Areas
Park Renovation,Community meeting at 5th this Thursday to discuss the new 5th development.,33.727356,-84.481407,Neutral,0.9999996423721312,Other Areas
Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.725321,-84.519041,Neutral,0.9998923540115356,Other Areas
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.814618,-84.328401,Neutral,0.9998862743377686,Other Areas
Infrastructure Work,Public transport update: Peachtree line will have altered schedules this week.,33.871715,-84.393435,Neutral,0.999998927,Other Areas
Pothole Alert,Excited about the new renovations at Maple. It's going to be great for the community!,33.745899,-84.500208,Positive,0.9999997615814208,Other Areas
Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.749478,-84.367311,Neutral,0.9950763583183287,Other Areas
Traffic Update,Excited about the new renovations at Elm. It's going to be great for the community!,33.883006,-84.410711,Positive,0.9999996423721312,Other Areas
Traffic Update,Watch out for a giant pothole on River Street. Be careful driving!,33.776508,-84.453877,Neutral,0.9974990487098694,Other Areas
Pothole Alert,The annual street fair at Main is this Saturday. Great food and local crafts!,33.679651,-84.374622,Neutral,0.9998722076416016,Other Areas
Traffic Update,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.778759,-84.516279,Neutral,0.9998717308044434,Other Areas
Pothole Alert,Public transport update: Main line will have altered schedules this week.,33.737694,-84.419221,Neutral,0.9999990463256836,Other Areas
Traffic Update,Public transport update: Peachtree line will have altered schedules this week.,33.825525,-84.462336,Neutral,0.999998927,Other Areas
Public Transport Notice,Community meeting at Peachtree this Thursday to discuss the new Main development.,33.735087,-84.384059,Neutral,0.9999990463256836,Other Areas
Community Meeting,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.807019,-84.372315,Neutral,0.9999204874038696,Other Areas
Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.693082,-84.428583,Neutral,0.9998862743377686,Other Areas
Infrastructure Work,Excited about the new renovations at 5th. It's going to be great for the community!,33.692592,-84.465432,Positive,0.9999995231628418,Other Areas
Pothole Alert,Don't miss the Elm happening this weekend at Elm. Always a good time!,33.761091,-84.378682,Positive,0.9640942215919496,Other Areas
New Restaurant Opening,The annual street fair at River is this Saturday. Great food and local crafts!,33.785637,-84.411702,Neutral,0.9999666213989258,Other Areas
New Restaurant Opening,Don't miss the Broadway happening this weekend at River. Always a good time!,33.763784,-84.429697,Positive,0.9637172222137452,Other Areas
Local Event,Excited about the new renovations at North. It's going to be great for the community!,33.861947,-84.489833,Positive,0.9999997615814208,Other Areas
Public Transport Notice,The annual street fair at River is this Saturday. Great food and local crafts!,33.690236,-84.434799,Neutral,0.9999666213989258,Other Areas
Public Transport Notice,Watch out for a giant pothole on 5th Street. Be careful driving!,33.805382,-84.395053,Neutral,0.996526539,Other Areas
Pothole Alert,Community meeting at Maple this Thursday to discuss the new Highland development.,33.729052,-84.444193,Neutral,0.9999990463256836,Other Areas
Street Fair,"Avoid Main during rush hour, construction is causing major delays.",33.751651,-84.302333,Negative,0.9989157915115356,Other Areas
Traffic Update,Don't miss the Main happening this weekend at North. Always a good time!,33.769334,-84.460097,Positive,0.969065487,Other Areas
Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.864068,-84.459514,Negative,0.9986013770103456,Other Areas
Infrastructure Work,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.759263,-84.294508,Neutral,0.9996829032897948,Other Areas
Infrastructure Work,Public transport update: 5th line will have altered schedules this week.,33.658505,-84.426082,Neutral,0.9999994039535522,Other Areas
Pothole Alert,"Avoid Elm during rush hour, construction is causing major delays.",33.80055,-84.531452,Negative,0.9986013770103456,Other Areas
Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.707558,-84.369398,Positive,0.9999996423721312,Other Areas
Public Transport Notice,Public transport update: 5th line will have altered schedules this week.,33.653217,-84.386192,Neutral,0.9999994039535522,Other Areas
Park Renovation,Public transport update: North line will have altered schedules this week.,33.81639,-84.491787,Neutral,0.9999982118606568,Other Areas
Community Meeting,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.76019,-84.415083,Neutral,0.997808278,Other Areas
Street Fair,Don't miss the North happening this weekend at Broadway. Always a good time!,33.747207,-84.43837,Positive,0.9816432595252992,Other Areas
Public Transport Notice,Don't miss the Highland happening this weekend at North. Always a good time!,33.836411,-84.436383,Positive,0.9708221554756165,Other Areas
Traffic Update,The annual street fair at North is this Saturday. Great food and local crafts!,33.743251,-84.339665,Neutral,0.9997422099113464,Other Areas
Traffic Update,Excited about the new renovations at Maple. It's going to be great for the community!,33.651048,-84.393006,Positive,0.9999997615814208,Other Areas
Traffic Update,Watch out for a giant pothole on Main Street. Be careful driving!,33.767682,-84.346397,Neutral,0.9950763583183287,Other Areas
Traffic Update,Watch out for a giant pothole on Maple Street. Be careful driving!,33.687026,-84.452795,Neutral,0.9965986609458924,Other Areas
Park Renovation,Excited about the new renovations at North. It's going to be great for the community!,33.814149,-84.520531,Positive,0.9999997615814208,Other Areas
Pothole Alert,Public transport update: North line will have altered schedules this week.,33.821916,-84.469195,Neutral,0.9999982118606568,Other Areas
Local Event,Community meeting at River this Thursday to discuss the new 5th development.,33.78873,-84.529665,Neutral,0.9999994039535522,Other Areas
Traffic Update,"Avoid Elm during rush hour, construction is causing major delays.",33.742452,-84.400634,Negative,0.9986013770103456,Other Areas
New Restaurant Opening,Excited about the new renovations at 5th. It's going to be great for the community!,33.695216,-84.475387,Positive,0.9999995231628418,Other Areas
Local Event,Watch out for a giant pothole on Highland Street. Be careful driving!,33.806435,-84.331793,Neutral,0.9961722493171692,Other Areas
Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.758863,-84.521582,Neutral,0.9999979734420776,Other Areas
Local Event,Community meeting at Elm this Thursday to discuss the new Main development.,33.698975,-84.32643,Neutral,0.9999994039535522,Other Areas
Public Transport Notice,"Avoid Main during rush hour, construction is causing major delays.",33.734384,-84.525,Negative,0.9989157915115356,Other Areas
New Restaurant Opening,Heard about a new Maple opening on Broadway. Definitely worth checking out!,33.764962,-84.503618,Neutral,0.999620795,Other Areas
Public Transport Notice,Watch out for a giant pothole on Highland Street. Be careful driving!,33.809844,-84.347132,Neutral,0.9961722493171692,Other Areas
New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.717043,-84.501891,Neutral,0.999998927,Other Areas
Park Renovation,Community meeting at North this Thursday to discuss the new Peachtree development.,33.752292,-84.407305,Neutral,0.9999990463256836,Other Areas
